file,truth,predict,confidence,disease,top2,hit
normal/unknown_normal_54.wav,normal,normal,0.9595,健康猪只,mycoplasma,True
normal/unknown_normal_55.wav,normal,normal,0.9598,健康猪只,mycoplasma,True
normal/unknown_normal_56.wav,normal,normal,0.9552,健康猪只,mycoplasma,True
normal/unknown_normal_57.wav,normal,normal,0.9544,健康猪只,mycoplasma,True
normal/unknown_normal_58.wav,normal,normal,0.9601,健康猪只,mycoplasma,True
normal/unknown_normal_59.wav,normal,normal,0.9593,健康猪只,mycoplasma,True
normal/unknown_normal_6.wav,normal,normal,0.96,健康猪只,mycoplasma,True
normal/unknown_normal_60.wav,normal,normal,0.96,健康猪只,mycoplasma,True
normal/unknown_normal_61.wav,normal,normal,0.9468,健康猪只,mycoplasma,True
normal/unknown_normal_62.wav,normal,normal,0.9559,健康猪只,mycoplasma,True
normal/unknown_normal_63.wav,normal,normal,0.9504,健康猪只,mycoplasma,True
normal/unknown_normal_64.wav,normal,normal,0.959,健康猪只,mycoplasma,True
normal/unknown_normal_65.wav,normal,normal,0.9572,健康猪只,mycoplasma,True
normal/unknown_normal_66.wav,normal,normal,0.9584,健康猪只,mycoplasma,True
normal/unknown_normal_67.wav,normal,normal,0.9529,健康猪只,mycoplasma,True
normal/unknown_normal_68.wav,normal,normal,0.9542,健康猪只,mycoplasma,True
normal/unknown_normal_69.wav,normal,normal,0.9427,健康猪只,mycoplasma,True
normal/unknown_normal_7.wav,normal,normal,0.9598,健康猪只,mycoplasma,True
normal/unknown_normal_70.wav,normal,normal,0.9514,健康猪只,mycoplasma,True
normal/unknown_normal_71.wav,normal,normal,0.9397,健康猪只,mycoplasma,True
normal/unknown_normal_72.wav,normal,normal,0.9548,健康猪只,mycoplasma,True
normal/unknown_normal_73.wav,normal,normal,0.9549,健康猪只,mycoplasma,True
normal/unknown_normal_74.wav,normal,normal,0.9547,健康猪只,mycoplasma,True
normal/unknown_normal_75.wav,normal,normal,0.9593,健康猪只,mycoplasma,True
normal/unknown_normal_76.wav,normal,normal,0.96,健康猪只,mycoplasma,True
normal/unknown_normal_77.wav,normal,normal,0.9606,健康猪只,mycoplasma,True
normal/unknown_normal_78.wav,normal,normal,0.959,健康猪只,mycoplasma,True
normal/unknown_normal_79.wav,normal,normal,0.9596,健康猪只,mycoplasma,True
normal/unknown_normal_8.wav,normal,normal,0.9603,健康猪只,mycoplasma,True
normal/unknown_normal_80.wav,normal,normal,0.96,健康猪只,mycoplasma,True
normal/unknown_normal_81.wav,normal,normal,0.9604,健康猪只,mycoplasma,True
normal/unknown_normal_82.wav,normal,normal,0.959,健康猪只,mycoplasma,True
normal/unknown_normal_83.wav,normal,normal,0.9588,健康猪只,mycoplasma,True
normal/unknown_normal_84.wav,normal,normal,0.96,健康猪只,mycoplasma,True
normal/unknown_normal_85.wav,normal,normal,0.9599,健康猪只,mycoplasma,True
normal/unknown_normal_86.wav,normal,normal,0.961,健康猪只,mycoplasma,True
normal/unknown_normal_87.wav,normal,normal,0.9548,健康猪只,mycoplasma,True
normal/unknown_normal_88.wav,normal,normal,0.9472,健康猪只,mycoplasma,True
normal/unknown_normal_89.wav,normal,normal,0.9441,健康猪只,mycoplasma,True
normal/unknown_normal_9.wav,normal,normal,0.9602,健康猪只,mycoplasma,True
normal/unknown_normal_90.wav,normal,normal,0.9558,健康猪只,mycoplasma,True
normal/unknown_normal_91.wav,normal,normal,0.9573,健康猪只,mycoplasma,True
normal/unknown_normal_92.wav,normal,normal,0.9582,健康猪只,mycoplasma,True
normal/unknown_normal_93.wav,normal,normal,0.9574,健康猪只,mycoplasma,True
normal/unknown_normal_94.wav,normal,normal,0.9553,健康猪只,mycoplasma,True
normal/unknown_normal_95.wav,normal,normal,0.9484,健康猪只,mycoplasma,True
normal/unknown_normal_96.wav,normal,normal,0.941,健康猪只,mycoplasma,True
normal/unknown_normal_97.wav,normal,normal,0.9519,健康猪只,mycoplasma,True
normal/unknown_normal_98.wav,normal,normal,0.9486,健康猪只,mycoplasma,True
normal/unknown_normal_99.wav,normal,normal,0.9496,健康猪只,mycoplasma,True
influenza/flu_10_vv.wav,influenza,influenza,0.9533,猪流行性感冒,prrs,True
influenza/flu_11_v.wav,influenza,influenza,0.597,猪流行性感冒,prrs,True
influenza/flu_12_v.wav,influenza,influenza,0.5563,猪流行性感冒,prrs,True
influenza/flu_13.wav,influenza,influenza,0.9312,猪流行性感冒,prrs,True
influenza/flu_14_v.wav,influenza,influenza,0.9499,猪流行性感冒,prrs,True
influenza/flu_15_v.wav,influenza,influenza,0.7711,猪流行性感冒,prrs,True
influenza/flu_16_v.wav,influenza,influenza,0.7656,猪流行性感冒,prrs,True
influenza/flu_17.wav,influenza,influenza,0.7221,猪流行性感冒,prrs,True
influenza/flu_18_v.wav,influenza,influenza,0.9533,猪流行性感冒,prrs,True
influenza/flu_19_v.wav,influenza,influenza,0.5563,猪流行性感冒,prrs,True
influenza/flu_1_v.wav,influenza,influenza,0.6636,猪流行性感冒,prrs,True
influenza/flu_2.wav,influenza,influenza,0.9189,猪流行性感冒,prrs,True
influenza/flu_20.wav,influenza,influenza,0.3987,猪流行性感冒,prrs,True
influenza/flu_21_v.wav,influenza,influenza,0.9529,猪流行性感冒,prrs,True
influenza/flu_22_vv.wav,influenza,influenza,0.8984,猪流行性感冒,prrs,True
influenza/flu_23.wav,influenza,influenza,0.9357,猪流行性感冒,prrs,True
influenza/flu_24.wav,influenza,influenza,0.6874,猪流行性感冒,prrs,True
influenza/flu_25.wav,influenza,prrs,0.5665,猪蓝耳病,influenza,False
influenza/flu_26_v.wav,influenza,influenza,0.7674,猪流行性感冒,prrs,True
influenza/flu_27.wav,influenza,prrs,0.4092,猪蓝耳病,mycoplasma,False
influenza/flu_28_vv.wav,influenza,influenza,0.7827,猪流行性感冒,prrs,True
influenza/flu_29.wav,influenza,influenza,0.6721,猪流行性感冒,prrs,True
influenza/flu_30.wav,influenza,prrs,0.3702,猪蓝耳病,influenza,False
influenza/flu_31_vv.wav,influenza,influenza,0.8331,猪流行性感冒,prrs,True
influenza/flu_32_vv.wav,influenza,influenza,0.6425,猪流行性感冒,prrs,True
influenza/flu_33.wav,influenza,influenza,0.7816,猪流行性感冒,prrs,True
influenza/flu_34_vv.wav,influenza,influenza,0.908,猪流行性感冒,prrs,True
influenza/flu_35_vv.wav,influenza,influenza,0.5984,猪流行性感冒,prrs,True
influenza/flu_36.wav,influenza,influenza,0.689,猪流行性感冒,prrs,True
influenza/flu_37_vv.wav,influenza,influenza,0.9528,猪流行性感冒,prrs,True
influenza/flu_38_vv.wav,influenza,influenza,0.8746,猪流行性感冒,prrs,True
influenza/flu_39.wav,influenza,influenza,0.9328,猪流行性感冒,prrs,True
influenza/flu_3_v.wav,influenza,influenza,0.9498,猪流行性感冒,prrs,True
influenza/flu_4.wav,influenza,influenza,0.6313,猪流行性感冒,prrs,True
influenza/flu_40.wav,influenza,influenza,0.6313,猪流行性感冒,prrs,True
influenza/flu_41_v.wav,influenza,influenza,0.7422,猪流行性感冒,prrs,True
influenza/flu_42_v.wav,influenza,influenza,0.7814,猪流行性感冒,prrs,True
influenza/flu_43.wav,influenza,app,0.8704,猪传染性胸膜肺炎,prrs,False
influenza/flu_44.wav,influenza,influenza,0.8563,猪流行性感冒,prrs,True
influenza/flu_45.wav,influenza,influenza,0.567,猪流行性感冒,prrs,True
influenza/flu_46.wav,influenza,influenza,0.7437,猪流行性感冒,prrs,True
influenza/flu_47_vv.wav,influenza,influenza,0.9128,猪流行性感冒,prrs,True
influenza/flu_48_vv.wav,influenza,influenza,0.5997,猪流行性感冒,prrs,True
influenza/flu_49.wav,influenza,influenza,0.6116,猪流行性感冒,prrs,True
influenza/flu_50.wav,influenza,app,0.464,猪传染性胸膜肺炎,mycoplasma,False
influenza/flu_5_v.wav,influenza,influenza,0.9328,猪流行性感冒,prrs,True
influenza/flu_6_v.wav,influenza,prrs,0.7781,猪蓝耳病,influenza,False
influenza/flu_7_vv.wav,influenza,influenza,0.8361,猪流行性感冒,prrs,True
influenza/flu_8_vv.wav,influenza,influenza,0.9528,猪流行性感冒,prrs,True
influenza/flu_9.wav,influenza,influenza,0.689,猪流行性感冒,prrs,True
influenza/gander_1.wav,influenza,influenza,0.8619,猪流行性感冒,prrs,True
influenza/gander_10.wav,influenza,influenza,0.8919,猪流行性感冒,prrs,True
influenza/gander_11.wav,influenza,influenza,0.8608,猪流行性感冒,prrs,True
influenza/gander_12.wav,influenza,influenza,0.9158,猪流行性感冒,prrs,True
influenza/gander_2.wav,influenza,influenza,0.9073,猪流行性感冒,prrs,True
influenza/gander_3.wav,influenza,influenza,0.9054,猪流行性感冒,prrs,True
influenza/gander_4.wav,influenza,influenza,0.8928,猪流行性感冒,prrs,True
influenza/gander_5.wav,influenza,influenza,0.8645,猪流行性感冒,prrs,True
influenza/gander_6.wav,influenza,influenza,0.8551,猪流行性感冒,prrs,True
influenza/gander_7.wav,influenza,influenza,0.8563,猪流行性感冒,prrs,True
influenza/gander_8.wav,influenza,influenza,0.9743,猪流行性感冒,prrs,True
influenza/gander_9.wav,influenza,influenza,0.8548,猪流行性感冒,prrs,True
prrs/prrs_10.wav,prrs,prrs,0.7142,猪蓝耳病,app,True
prrs/prrs_11_v.wav,prrs,prrs,0.7781,猪蓝耳病,influenza,True
prrs/prrs_12_v.wav,prrs,prrs,0.5828,猪蓝耳病,mycoplasma,True
prrs/prrs_13.wav,prrs,prrs,0.7481,猪蓝耳病,app,True
prrs/prrs_14_v.wav,prrs,prrs,0.7589,猪蓝耳病,influenza,True
prrs/prrs_1_v.wav,prrs,prrs,0.5989,猪蓝耳病,app,True
prrs/prrs_2.wav,prrs,prrs,0.5665,猪蓝耳病,influenza,True
prrs/prrs_3.wav,prrs,prrs,0.5512,猪蓝耳病,app,True
prrs/prrs_4.wav,prrs,prrs,0.6521,猪蓝耳病,app,True
prrs/prrs_5_v.wav,prrs,prrs,0.5829,猪蓝耳病,app,True
prrs/prrs_6_v.wav,prrs,prrs,0.6074,猪蓝耳病,mycoplasma,True
prrs/prrs_7_v.wav,prrs,prrs,0.6291,猪蓝耳病,mycoplasma,True
prrs/prrs_8.wav,prrs,prrs,0.7481,猪蓝耳病,app,True
prrs/prrs_9.wav,prrs,influenza,0.6012,猪流行性感冒,prrs,False
mycoplasma/myco_1.wav,mycoplasma,mycoplasma,0.368,猪支原体肺炎,prrs,True
mycoplasma/myco_10.wav,mycoplasma,app,0.72,猪传染性胸膜肺炎,prrs,False
mycoplasma/myco_11.wav,mycoplasma,mycoplasma,0.4752,猪支原体肺炎,app,True
mycoplasma/myco_12.wav,mycoplasma,influenza,0.689,猪流行性感冒,prrs,False
mycoplasma/myco_13.wav,mycoplasma,influenza,0.597,猪流行性感冒,prrs,False
mycoplasma/myco_14.wav,mycoplasma,mycoplasma,0.368,猪支原体肺炎,prrs,True
mycoplasma/myco_2.wav,mycoplasma,influenza,0.7221,猪流行性感冒,prrs,False
mycoplasma/myco_3.wav,mycoplasma,mycoplasma,0.4025,猪支原体肺炎,prrs,True
mycoplasma/myco_4.wav,mycoplasma,mycoplasma,0.4315,猪支原体肺炎,prrs,True
mycoplasma/myco_5.wav,mycoplasma,prrs,0.5665,猪蓝耳病,influenza,False
mycoplasma/myco_6.wav,mycoplasma,prrs,0.4387,猪蓝耳病,mycoplasma,False
mycoplasma/myco_7.wav,mycoplasma,mycoplasma,0.5384,猪支原体肺炎,app,True
mycoplasma/myco_8.wav,mycoplasma,prrs,0.3327,猪蓝耳病,app,False
mycoplasma/myco_9_v.wav,mycoplasma,app,0.7171,猪传染性胸膜肺炎,mycoplasma,False
mycoplasma/myco_a.wav,mycoplasma,mycoplasma,0.7201,猪支原体肺炎,app,True
mycoplasma/myco_b.wav,mycoplasma,mycoplasma,0.7094,猪支原体肺炎,app,True
mycoplasma/myco_c.wav,mycoplasma,mycoplasma,0.6878,猪支原体肺炎,app,True
mycoplasma/myco_d.wav,mycoplasma,mycoplasma,0.7466,猪支原体肺炎,app,True
mycoplasma/myco_e.wav,mycoplasma,mycoplasma,0.6852,猪支原体肺炎,app,True
mycoplasma/myco_f.wav,mycoplasma,mycoplasma,0.7248,猪支原体肺炎,app,True
mycoplasma/myco_g.wav,mycoplasma,mycoplasma,0.7291,猪支原体肺炎,app,True
mycoplasma/myco_h.wav,mycoplasma,mycoplasma,0.7116,猪支原体肺炎,app,True
mycoplasma/myco_i.wav,mycoplasma,mycoplasma,0.7078,猪支原体肺炎,app,True
mycoplasma/myco_j.wav,mycoplasma,mycoplasma,0.7387,猪支原体肺炎,app,True
mycoplasma/myco_k.wav,mycoplasma,mycoplasma,0.718,猪支原体肺炎,app,True
mycoplasma/myco_l.wav,mycoplasma,mycoplasma,0.7091,猪支原体肺炎,app,True
mycoplasma/myco_m.wav,mycoplasma,mycoplasma,0.709,猪支原体肺炎,app,True
mycoplasma/myco_n.wav,mycoplasma,mycoplasma,0.8299,猪支原体肺炎,app,True
mycoplasma/myco_o.wav,mycoplasma,mycoplasma,0.6996,猪支原体肺炎,app,True
mycoplasma/myco_p.wav,mycoplasma,mycoplasma,0.6742,猪支原体肺炎,app,True
mycoplasma/myco_q.wav,mycoplasma,mycoplasma,0.7731,猪支原体肺炎,app,True
mycoplasma/myco_r.wav,mycoplasma,app,0.6541,猪传染性胸膜肺炎,mycoplasma,False
mycoplasma/myco_s.wav,mycoplasma,mycoplasma,0.5974,猪支原体肺炎,app,True
mycoplasma/myco_t.wav,mycoplasma,mycoplasma,0.6072,猪支原体肺炎,app,True
mycoplasma/myco_u.wav,mycoplasma,mycoplasma,0.8227,猪支原体肺炎,app,True
mycoplasma/myco_v.wav,mycoplasma,mycoplasma,0.7955,猪支原体肺炎,normal,True
app/app_1.wav,app,app,0.3835,猪传染性胸膜肺炎,normal,True
app/app_10_v.wav,app,app,0.5917,猪传染性胸膜肺炎,prrs,True
app/app_11.wav,app,app,0.8479,猪传染性胸膜肺炎,prrs,True
app/app_12_v.wav,app,prrs,0.4103,猪蓝耳病,mycoplasma,False
app/app_13.wav,app,prrs,0.5239,猪蓝耳病,app,False
app/app_2_v.wav,app,app,0.5309,猪传染性胸膜肺炎,prrs,True
app/app_3_v.wav,app,prrs,0.3327,猪蓝耳病,app,False
app/app_4_v.wav,app,app,0.7255,猪传染性胸膜肺炎,prrs,True
app/app_5.wav,app,app,0.7171,猪传染性胸膜肺炎,mycoplasma,True
app/app_6.wav,app,app,0.7184,猪传染性胸膜肺炎,prrs,True
app/app_7.wav,app,mycoplasma,0.4994,猪支原体肺炎,app,False
app/app_8_v.wav,app,app,0.5309,猪传染性胸膜肺炎,prrs,True
app/app_9_v.wav,app,app,0.7255,猪传染性胸膜肺炎,prrs,True
app/app_a.wav,app,app,0.9384,猪传染性胸膜肺炎,prrs,True
app/app_b.wav,app,app,0.9198,猪传染性胸膜肺炎,prrs,True
app/app_c.wav,app,app,0.806,猪传染性胸膜肺炎,mycoplasma,True
app/app_d.wav,app,app,0.8739,猪传染性胸膜肺炎,prrs,True
app/app_e.wav,app,app,0.8212,猪传染性胸膜肺炎,mycoplasma,True
app/app_f.wav,app,app,0.8907,猪传染性胸膜肺炎,prrs,True
app/app_g.wav,app,app,0.8572,猪传染性胸膜肺炎,prrs,True
app/app_h.wav,app,app,0.8837,猪传染性胸膜肺炎,prrs,True
unknown/51.wav,unknown,mycoplasma,0.7003,猪支原体肺炎,app,?
unknown/58.wav,unknown,app,0.8584,猪传染性胸膜肺炎,prrs,?
