file,truth,predict,confidence,disease,top2,hit
normal/oink_oink_9.wav,normal,normal,0.9215,健康猪只,other_disease,True
normal/play_play_1.wav,normal,normal,0.9773,健康猪只,other_disease,True
normal/play_play_10.wav,normal,normal,0.9843,健康猪只,other_disease,True
normal/play_play_2.wav,normal,normal,0.9781,健康猪只,other_disease,True
normal/play_play_3.wav,normal,normal,0.9752,健康猪只,other_disease,True
normal/play_play_4.wav,normal,normal,0.9864,健康猪只,other_disease,True
normal/play_play_5.wav,normal,normal,0.9866,健康猪只,other_disease,True
normal/play_play_6.wav,normal,normal,0.985,健康猪只,other_disease,True
normal/play_play_7.wav,normal,normal,0.9775,健康猪只,other_disease,True
normal/play_play_8.wav,normal,normal,0.9755,健康猪只,other_disease,True
normal/play_play_9.wav,normal,normal,0.9742,健康猪只,other_disease,True
normal/scream_scream_1.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/scream_scream_2.wav,normal,normal,0.9845,健康猪只,other_disease,True
normal/scream_scream_3.wav,normal,normal,0.9722,健康猪只,other_disease,True
normal/scream_scream_4.wav,normal,normal,0.9516,健康猪只,other_disease,True
normal/scream_scream_5.wav,normal,normal,0.8869,健康猪只,other_disease,True
normal/scream_scream_6.wav,normal,normal,0.8748,健康猪只,other_disease,True
normal/scream_scream_7.wav,normal,normal,0.8813,健康猪只,other_disease,True
normal/snore_snore_1.wav,normal,normal,0.9514,健康猪只,other_disease,True
normal/snore_snore_2.wav,normal,normal,0.9847,健康猪只,other_disease,True
normal/snore_snore_3.wav,normal,normal,0.9855,健康猪只,other_disease,True
normal/snore_snore_4.wav,normal,normal,0.9856,健康猪只,other_disease,True
normal/snore_snore_5.wav,normal,normal,0.9651,健康猪只,other_disease,True
normal/unknown_normal_1.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_10.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_100.wav,normal,normal,0.977,健康猪只,other_disease,True
normal/unknown_normal_11.wav,normal,normal,0.9882,健康猪只,other_disease,True
normal/unknown_normal_12.wav,normal,normal,0.9875,健康猪只,other_disease,True
normal/unknown_normal_13.wav,normal,normal,0.9875,健康猪只,other_disease,True
normal/unknown_normal_14.wav,normal,normal,0.9885,健康猪只,other_disease,True
normal/unknown_normal_15.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_16.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_17.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_18.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_19.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_2.wav,normal,normal,0.9883,健康猪只,other_disease,True
normal/unknown_normal_20.wav,normal,normal,0.9869,健康猪只,other_disease,True
normal/unknown_normal_21.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_22.wav,normal,normal,0.9879,健康猪只,other_disease,True
normal/unknown_normal_23.wav,normal,normal,0.9874,健康猪只,other_disease,True
normal/unknown_normal_24.wav,normal,normal,0.9832,健康猪只,other_disease,True
normal/unknown_normal_25.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_26.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_27.wav,normal,normal,0.9873,健康猪只,other_disease,True
normal/unknown_normal_28.wav,normal,normal,0.9872,健康猪只,other_disease,True
normal/unknown_normal_29.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_3.wav,normal,normal,0.9877,健康猪只,other_disease,True
normal/unknown_normal_30.wav,normal,normal,0.9877,健康猪只,other_disease,True
normal/unknown_normal_31.wav,normal,normal,0.9872,健康猪只,other_disease,True
normal/unknown_normal_32.wav,normal,normal,0.9878,健康猪只,other_disease,True
normal/unknown_normal_33.wav,normal,normal,0.9881,健康猪只,other_disease,True
normal/unknown_normal_34.wav,normal,normal,0.9827,健康猪只,other_disease,True
normal/unknown_normal_35.wav,normal,normal,0.9805,健康猪只,other_disease,True
normal/unknown_normal_36.wav,normal,normal,0.9865,健康猪只,other_disease,True
normal/unknown_normal_37.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_38.wav,normal,normal,0.9866,健康猪只,other_disease,True
normal/unknown_normal_39.wav,normal,normal,0.9874,健康猪只,other_disease,True
normal/unknown_normal_4.wav,normal,normal,0.9881,健康猪只,other_disease,True
normal/unknown_normal_40.wav,normal,normal,0.9855,健康猪只,other_disease,True
normal/unknown_normal_41.wav,normal,normal,0.986,健康猪只,other_disease,True
normal/unknown_normal_42.wav,normal,normal,0.9864,健康猪只,other_disease,True
normal/unknown_normal_43.wav,normal,normal,0.9866,健康猪只,other_disease,True
normal/unknown_normal_44.wav,normal,normal,0.9857,健康猪只,other_disease,True
normal/unknown_normal_45.wav,normal,normal,0.9862,健康猪只,other_disease,True
normal/unknown_normal_46.wav,normal,normal,0.9786,健康猪只,other_disease,True
normal/unknown_normal_47.wav,normal,normal,0.9745,健康猪只,other_disease,True
normal/unknown_normal_48.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_49.wav,normal,normal,0.9882,健康猪只,other_disease,True
normal/unknown_normal_5.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_50.wav,normal,normal,0.9872,健康猪只,other_disease,True
normal/unknown_normal_51.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_52.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_53.wav,normal,normal,0.985,健康猪只,other_disease,True
normal/unknown_normal_54.wav,normal,normal,0.9878,健康猪只,other_disease,True
normal/unknown_normal_55.wav,normal,normal,0.9878,健康猪只,other_disease,True
normal/unknown_normal_56.wav,normal,normal,0.9851,健康猪只,other_disease,True
normal/unknown_normal_57.wav,normal,normal,0.986,健康猪只,other_disease,True
normal/unknown_normal_58.wav,normal,normal,0.9883,健康猪只,other_disease,True
normal/unknown_normal_59.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_6.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_60.wav,normal,normal,0.9876,健康猪只,other_disease,True
normal/unknown_normal_61.wav,normal,normal,0.9804,健康猪只,other_disease,True
normal/unknown_normal_62.wav,normal,normal,0.9852,健康猪只,other_disease,True
normal/unknown_normal_63.wav,normal,normal,0.9844,健康猪只,other_disease,True
normal/unknown_normal_64.wav,normal,normal,0.9868,健康猪只,other_disease,True
normal/unknown_normal_65.wav,normal,normal,0.9853,健康猪只,other_disease,True
normal/unknown_normal_66.wav,normal,normal,0.9871,健康猪只,other_disease,True
normal/unknown_normal_67.wav,normal,normal,0.9852,健康猪只,other_disease,True
normal/unknown_normal_68.wav,normal,normal,0.9859,健康猪只,other_disease,True
normal/unknown_normal_69.wav,normal,normal,0.9794,健康猪只,other_disease,True
normal/unknown_normal_7.wav,normal,normal,0.9869,健康猪只,other_disease,True
normal/unknown_normal_70.wav,normal,normal,0.9833,健康猪只,other_disease,True
normal/unknown_normal_71.wav,normal,normal,0.9815,健康猪只,other_disease,True
normal/unknown_normal_72.wav,normal,normal,0.9856,健康猪只,other_disease,True
normal/unknown_normal_73.wav,normal,normal,0.9823,健康猪只,other_disease,True
normal/unknown_normal_74.wav,normal,normal,0.9847,健康猪只,other_disease,True
normal/unknown_normal_75.wav,normal,normal,0.9873,健康猪只,other_disease,True
normal/unknown_normal_76.wav,normal,normal,0.9878,健康猪只,other_disease,True
normal/unknown_normal_77.wav,normal,normal,0.9881,健康猪只,other_disease,True
normal/unknown_normal_78.wav,normal,normal,0.9877,健康猪只,other_disease,True
normal/unknown_normal_79.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_8.wav,normal,normal,0.9878,健康猪只,other_disease,True
normal/unknown_normal_80.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_81.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_82.wav,normal,normal,0.9868,健康猪只,other_disease,True
normal/unknown_normal_83.wav,normal,normal,0.9873,健康猪只,other_disease,True
normal/unknown_normal_84.wav,normal,normal,0.9877,健康猪只,other_disease,True
normal/unknown_normal_85.wav,normal,normal,0.9881,健康猪只,other_disease,True
normal/unknown_normal_86.wav,normal,normal,0.988,健康猪只,other_disease,True
normal/unknown_normal_87.wav,normal,normal,0.9831,健康猪只,other_disease,True
normal/unknown_normal_88.wav,normal,normal,0.9795,健康猪只,other_disease,True
normal/unknown_normal_89.wav,normal,normal,0.9788,健康猪只,other_disease,True
normal/unknown_normal_9.wav,normal,normal,0.9882,健康猪只,other_disease,True
normal/unknown_normal_90.wav,normal,normal,0.9851,健康猪只,other_disease,True
normal/unknown_normal_91.wav,normal,normal,0.986,健康猪只,other_disease,True
normal/unknown_normal_92.wav,normal,normal,0.9864,健康猪只,other_disease,True
normal/unknown_normal_93.wav,normal,normal,0.9866,健康猪只,other_disease,True
normal/unknown_normal_94.wav,normal,normal,0.9857,健康猪只,other_disease,True
normal/unknown_normal_95.wav,normal,normal,0.9827,健康猪只,other_disease,True
normal/unknown_normal_96.wav,normal,normal,0.9775,健康猪只,other_disease,True
normal/unknown_normal_97.wav,normal,normal,0.9823,健康猪只,other_disease,True
normal/unknown_normal_98.wav,normal,normal,0.9798,健康猪只,other_disease,True
normal/unknown_normal_99.wav,normal,normal,0.9811,健康猪只,other_disease,True
normal/unknown_normal_normal_1.wav,normal,normal,0.9775,健康猪只,other_disease,True
normal/unknown_normal_normal_2.wav,normal,normal,0.9823,健康猪只,other_disease,True
normal/unknown_normal_normal_3.wav,normal,normal,0.9798,健康猪只,other_disease,True
normal/unknown_normal_normal_4.wav,normal,normal,0.9811,健康猪只,other_disease,True
normal/unknown_normal_normal_5.wav,normal,normal,0.977,健康猪只,other_disease,True
normal/unknown_normal_normal_6.wav,normal,app,0.6531,猪传染性胸膜肺炎,other_disease,False
normal/unknown_normal_normal_7.wav,normal,other_disease,0.647,其他疾病,app,False
influenza/10_flu.wav,influenza,influenza,0.4859,猪流行性感冒,app,True
influenza/11_flu.wav,influenza,influenza,0.7046,猪流行性感冒,prrs,True
influenza/12_flu.wav,influenza,influenza,0.5718,猪流行性感冒,prrs,True
influenza/13_flu.wav,influenza,influenza,0.7437,猪流行性感冒,prrs,True
influenza/14_flu.wav,influenza,influenza,0.6921,猪流行性感冒,prrs,True
influenza/15_flu.wav,influenza,influenza,0.5595,猪流行性感冒,prrs,True
influenza/16_flu.wav,influenza,influenza,0.6674,猪流行性感冒,prrs,True
influenza/17_flu.wav,influenza,influenza,0.713,猪流行性感冒,prrs,True
influenza/18_flu.wav,influenza,influenza,0.7395,猪流行性感冒,prrs,True
influenza/19_flu.wav,influenza,influenza,0.4451,猪流行性感冒,prrs,True
influenza/1_flu.wav,influenza,influenza,0.7051,猪流行性感冒,prrs,True
influenza/20_flu.wav,influenza,influenza,0.8407,猪流行性感冒,prrs,True
influenza/21_flu.wav,influenza,influenza,0.8232,猪流行性感冒,prrs,True
influenza/22_flu.wav,influenza,influenza,0.8598,猪流行性感冒,prrs,True
influenza/23_flu.wav,influenza,influenza,0.8044,猪流行性感冒,prrs,True
influenza/24_flu.wav,influenza,influenza,0.7804,猪流行性感冒,prrs,True
influenza/25_flu.wav,influenza,influenza,0.7188,猪流行性感冒,prrs,True
influenza/26_flu.wav,influenza,influenza,0.8276,猪流行性感冒,prrs,True
influenza/27_flu.wav,influenza,influenza,0.8601,猪流行性感冒,prrs,True
influenza/28_flu.wav,influenza,influenza,0.8151,猪流行性感冒,prrs,True
influenza/29_flu.wav,influenza,influenza,0.7723,猪流行性感冒,prrs,True
influenza/2_flu.wav,influenza,influenza,0.7734,猪流行性感冒,prrs,True
influenza/30_flu.wav,influenza,influenza,0.691,猪流行性感冒,prrs,True
influenza/31_flu.wav,influenza,influenza,0.8099,猪流行性感冒,prrs,True
influenza/32_flu.wav,influenza,influenza,0.7591,猪流行性感冒,prrs,True
influenza/33_flu.wav,influenza,influenza,0.7225,猪流行性感冒,prrs,True
influenza/34_flu.wav,influenza,influenza,0.7852,猪流行性感冒,prrs,True
influenza/35_flu.wav,influenza,influenza,0.7775,猪流行性感冒,prrs,True
influenza/36_flu.wav,influenza,influenza,0.6596,猪流行性感冒,prrs,True
influenza/37_flu.wav,influenza,influenza,0.827,猪流行性感冒,prrs,True
influenza/38_flu.wav,influenza,influenza,0.7957,猪流行性感冒,prrs,True
influenza/39_flu.wav,influenza,influenza,0.8107,猪流行性感冒,prrs,True
influenza/3_flu.wav,influenza,influenza,0.8425,猪流行性感冒,prrs,True
influenza/40_flu.wav,influenza,influenza,0.6638,猪流行性感冒,prrs,True
influenza/41_flu.wav,influenza,influenza,0.6564,猪流行性感冒,prrs,True
influenza/42_flu.wav,influenza,influenza,0.7149,猪流行性感冒,prrs,True
influenza/43_flu.wav,influenza,influenza,0.7828,猪流行性感冒,prrs,True
influenza/44_flu.wav,influenza,influenza,0.7739,猪流行性感冒,prrs,True
influenza/45_flu.wav,influenza,influenza,0.7501,猪流行性感冒,prrs,True
influenza/46_flu.wav,influenza,influenza,0.7144,猪流行性感冒,prrs,True
influenza/47_flu.wav,influenza,influenza,0.7988,猪流行性感冒,prrs,True
influenza/48_flu.wav,influenza,influenza,0.5338,猪流行性感冒,prrs,True
influenza/49_flu.wav,influenza,influenza,0.7278,猪流行性感冒,prrs,True
influenza/4_flu.wav,influenza,influenza,0.7816,猪流行性感冒,prrs,True
influenza/50_flu.wav,influenza,influenza,0.7391,猪流行性感冒,prrs,True
influenza/51_flu.wav,influenza,influenza,0.8091,猪流行性感冒,prrs,True
influenza/52_flu.wav,influenza,influenza,0.7644,猪流行性感冒,prrs,True
influenza/53_flu.wav,influenza,influenza,0.7811,猪流行性感冒,prrs,True
influenza/54_flu.wav,influenza,influenza,0.7773,猪流行性感冒,prrs,True
influenza/55_flu.wav,influenza,influenza,0.6552,猪流行性感冒,app,True
influenza/5_flu.wav,influenza,influenza,0.773,猪流行性感冒,prrs,True
influenza/6_flu.wav,influenza,influenza,0.8173,猪流行性感冒,prrs,True
influenza/7_flu.wav,influenza,influenza,0.7326,猪流行性感冒,prrs,True
influenza/8_flu.wav,influenza,influenza,0.3378,猪流行性感冒,app,True
influenza/9_flu.wav,influenza,influenza,0.684,猪流行性感冒,prrs,True
influenza/flu_10_vv.wav,influenza,influenza,0.8685,猪流行性感冒,prrs,True
influenza/flu_11_v.wav,influenza,mycoplasma,0.5394,猪支原体肺炎,influenza,False
influenza/flu_12_v.wav,influenza,influenza,0.5789,猪流行性感冒,prrs,True
influenza/flu_13.wav,influenza,influenza,0.8648,猪流行性感冒,prrs,True
influenza/flu_14_v.wav,influenza,influenza,0.8661,猪流行性感冒,prrs,True
influenza/flu_15_v.wav,influenza,influenza,0.7608,猪流行性感冒,prrs,True
influenza/flu_16_v.wav,influenza,influenza,0.7509,猪流行性感冒,prrs,True
influenza/flu_17.wav,influenza,influenza,0.5412,猪流行性感冒,prrs,True
influenza/flu_18_v.wav,influenza,influenza,0.8685,猪流行性感冒,prrs,True
influenza/flu_19_v.wav,influenza,influenza,0.5789,猪流行性感冒,prrs,True
influenza/flu_1_v.wav,influenza,influenza,0.6795,猪流行性感冒,prrs,True
influenza/flu_2.wav,influenza,influenza,0.8516,猪流行性感冒,prrs,True
influenza/flu_20.wav,influenza,influenza,0.6728,猪流行性感冒,prrs,True
influenza/flu_21_v.wav,influenza,influenza,0.8818,猪流行性感冒,prrs,True
influenza/flu_22_vv.wav,influenza,influenza,0.8481,猪流行性感冒,prrs,True
influenza/flu_23.wav,influenza,influenza,0.8622,猪流行性感冒,prrs,True
influenza/flu_24.wav,influenza,influenza,0.7758,猪流行性感冒,prrs,True
influenza/flu_25.wav,influenza,prrs,0.7653,猪蓝耳病,influenza,False
influenza/flu_26_v.wav,influenza,influenza,0.7614,猪流行性感冒,prrs,True
influenza/flu_27.wav,influenza,mycoplasma,0.5378,猪支原体肺炎,prrs,False
influenza/flu_28_vv.wav,influenza,influenza,0.8627,猪流行性感冒,prrs,True
influenza/flu_29.wav,influenza,influenza,0.6734,猪流行性感冒,prrs,True
influenza/flu_30.wav,influenza,influenza,0.4994,猪流行性感冒,prrs,True
influenza/flu_31_vv.wav,influenza,influenza,0.8609,猪流行性感冒,prrs,True
influenza/flu_32_vv.wav,influenza,influenza,0.7504,猪流行性感冒,prrs,True
influenza/flu_33.wav,influenza,influenza,0.6984,猪流行性感冒,prrs,True
influenza/flu_34_vv.wav,influenza,influenza,0.7833,猪流行性感冒,prrs,True
influenza/flu_35_vv.wav,influenza,influenza,0.7305,猪流行性感冒,prrs,True
influenza/flu_36.wav,influenza,influenza,0.7285,猪流行性感冒,prrs,True
influenza/flu_37_vv.wav,influenza,influenza,0.88,猪流行性感冒,prrs,True
influenza/flu_38_vv.wav,influenza,influenza,0.838,猪流行性感冒,prrs,True
influenza/flu_39.wav,influenza,influenza,0.8578,猪流行性感冒,prrs,True
influenza/flu_3_v.wav,influenza,influenza,0.862,猪流行性感冒,prrs,True
influenza/flu_4.wav,influenza,influenza,0.7461,猪流行性感冒,prrs,True
influenza/flu_40.wav,influenza,influenza,0.7461,猪流行性感冒,prrs,True
influenza/flu_41_v.wav,influenza,influenza,0.745,猪流行性感冒,prrs,True
influenza/flu_42_v.wav,influenza,influenza,0.8665,猪流行性感冒,prrs,True
influenza/flu_43.wav,influenza,app,0.7196,猪传染性胸膜肺炎,other_disease,False
influenza/flu_44.wav,influenza,influenza,0.8688,猪流行性感冒,prrs,True
influenza/flu_45.wav,influenza,influenza,0.7171,猪流行性感冒,prrs,True
influenza/flu_46.wav,influenza,influenza,0.6584,猪流行性感冒,prrs,True
influenza/flu_47_vv.wav,influenza,influenza,0.799,猪流行性感冒,prrs,True
influenza/flu_48_vv.wav,influenza,influenza,0.7227,猪流行性感冒,prrs,True
influenza/flu_49.wav,influenza,influenza,0.6523,猪流行性感冒,prrs,True
influenza/flu_50.wav,influenza,prrs,0.6766,猪蓝耳病,other_disease,False
influenza/flu_5_v.wav,influenza,influenza,0.8578,猪流行性感冒,prrs,True
influenza/flu_6_v.wav,influenza,prrs,0.9007,猪蓝耳病,app,False
influenza/flu_7_vv.wav,influenza,influenza,0.826,猪流行性感冒,prrs,True
influenza/flu_8_vv.wav,influenza,influenza,0.88,猪流行性感冒,prrs,True
influenza/flu_9.wav,influenza,influenza,0.7285,猪流行性感冒,prrs,True
influenza/flu_a.wav,influenza,influenza,0.7956,猪流行性感冒,prrs,True
influenza/flu_b.wav,influenza,influenza,0.6306,猪流行性感冒,prrs,True
influenza/flu_c.wav,influenza,influenza,0.7224,猪流行性感冒,prrs,True
influenza/flu_d.wav,influenza,influenza,0.5957,猪流行性感冒,prrs,True
influenza/flu_e.wav,influenza,influenza,0.713,猪流行性感冒,prrs,True
influenza/flu_f.wav,influenza,influenza,0.491,猪流行性感冒,prrs,True
influenza/flu_g.wav,influenza,influenza,0.6123,猪流行性感冒,prrs,True
influenza/flu_h.wav,influenza,influenza,0.7956,猪流行性感冒,prrs,True
influenza/flu_i.wav,influenza,influenza,0.791,猪流行性感冒,prrs,True
influenza/flu_j.wav,influenza,influenza,0.6915,猪流行性感冒,prrs,True
influenza/flu_k.wav,influenza,app,0.4581,猪传染性胸膜肺炎,influenza,False
influenza/flu_l.wav,influenza,influenza,0.7874,猪流行性感冒,prrs,True
influenza/flu_m.wav,influenza,influenza,0.7096,猪流行性感冒,prrs,True
influenza/flu_n.wav,influenza,influenza,0.81,猪流行性感冒,prrs,True
influenza/flu_o.wav,influenza,influenza,0.7631,猪流行性感冒,prrs,True
influenza/flu_p.wav,influenza,influenza,0.3474,猪流行性感冒,prrs,True
influenza/flu_q.wav,influenza,prrs,0.5491,猪蓝耳病,app,False
influenza/flu_r.wav,influenza,influenza,0.3099,猪流行性感冒,app,True
influenza/gander_1.wav,influenza,influenza,0.7662,猪流行性感冒,prrs,True
influenza/gander_10.wav,influenza,influenza,0.689,猪流行性感冒,prrs,True
influenza/gander_11.wav,influenza,influenza,0.7403,猪流行性感冒,prrs,True
influenza/gander_12.wav,influenza,influenza,0.6743,猪流行性感冒,prrs,True
influenza/gander_2.wav,influenza,influenza,0.8159,猪流行性感冒,prrs,True
influenza/gander_3.wav,influenza,influenza,0.8584,猪流行性感冒,prrs,True
influenza/gander_4.wav,influenza,influenza,0.845,猪流行性感冒,prrs,True
influenza/gander_5.wav,influenza,influenza,0.8152,猪流行性感冒,prrs,True
influenza/gander_6.wav,influenza,influenza,0.6231,猪流行性感冒,prrs,True
influenza/gander_7.wav,influenza,influenza,0.7443,猪流行性感冒,prrs,True
influenza/gander_8.wav,influenza,influenza,0.5362,猪流行性感冒,mycoplasma,True
influenza/gander_9.wav,influenza,influenza,0.5394,猪流行性感冒,prrs,True
prrs/1_prrs.wav,prrs,prrs,0.6997,猪蓝耳病,app,True
prrs/prrs_10.wav,prrs,prrs,0.8349,猪蓝耳病,app,True
prrs/prrs_11_v.wav,prrs,prrs,0.9007,猪蓝耳病,app,True
prrs/prrs_12_v.wav,prrs,prrs,0.4437,猪蓝耳病,mycoplasma,True
prrs/prrs_13.wav,prrs,prrs,0.8467,猪蓝耳病,app,True
prrs/prrs_14_v.wav,prrs,prrs,0.8944,猪蓝耳病,app,True
prrs/prrs_15.wav,prrs,influenza,0.7285,猪流行性感冒,prrs,False
prrs/prrs_16.wav,prrs,prrs,0.7507,猪蓝耳病,influenza,True
prrs/prrs_17.wav,prrs,prrs,0.712,猪蓝耳病,app,True
prrs/prrs_18.wav,prrs,prrs,0.8744,猪蓝耳病,other_disease,True
prrs/prrs_1_v.wav,prrs,prrs,0.7236,猪蓝耳病,app,True
prrs/prrs_2.wav,prrs,prrs,0.7653,猪蓝耳病,influenza,True
prrs/prrs_3.wav,prrs,prrs,0.7213,猪蓝耳病,app,True
prrs/prrs_4.wav,prrs,prrs,0.8233,猪蓝耳病,app,True
prrs/prrs_5_v.wav,prrs,prrs,0.6786,猪蓝耳病,app,True
prrs/prrs_6_v.wav,prrs,mycoplasma,0.4046,猪支原体肺炎,prrs,False
prrs/prrs_7_v.wav,prrs,prrs,0.8372,猪蓝耳病,app,True
prrs/prrs_8.wav,prrs,prrs,0.8467,猪蓝耳病,app,True
prrs/prrs_9.wav,prrs,prrs,0.4829,猪蓝耳病,influenza,True
prrs/prrs_a.wav,prrs,prrs,0.8624,猪蓝耳病,other_disease,True
prrs/prrs_b.wav,prrs,prrs,0.8666,猪蓝耳病,other_disease,True
prrs/prrs_c.wav,prrs,prrs,0.8781,猪蓝耳病,app,True
prrs/prrs_d.wav,prrs,prrs,0.9138,猪蓝耳病,other_disease,True
prrs/prrs_e.wav,prrs,prrs,0.5953,猪蓝耳病,app,True
prrs/prrs_f.wav,prrs,prrs,0.8746,猪蓝耳病,app,True
prrs/prrs_g.wav,prrs,prrs,0.9265,猪蓝耳病,app,True
prrs/prrs_h.wav,prrs,prrs,0.9235,猪蓝耳病,app,True
prrs/prrs_i.wav,prrs,prrs,0.8958,猪蓝耳病,other_disease,True
mycoplasma/100_myco.wav,mycoplasma,mycoplasma,0.8535,猪支原体肺炎,prrs,True
mycoplasma/101_myco.wav,mycoplasma,mycoplasma,0.8601,猪支原体肺炎,prrs,True
mycoplasma/102_myco.wav,mycoplasma,mycoplasma,0.8597,猪支原体肺炎,prrs,True
mycoplasma/103_myco.wav,mycoplasma,mycoplasma,0.26,猪支原体肺炎,influenza,True
mycoplasma/104_myco.wav,mycoplasma,mycoplasma,0.7575,猪支原体肺炎,prrs,True
mycoplasma/105_myco.wav,mycoplasma,mycoplasma,0.8223,猪支原体肺炎,prrs,True
mycoplasma/106_myco.wav,mycoplasma,mycoplasma,0.766,猪支原体肺炎,app,True
mycoplasma/107_myco.wav,mycoplasma,mycoplasma,0.7503,猪支原体肺炎,app,True
mycoplasma/108_myco.wav,mycoplasma,mycoplasma,0.7789,猪支原体肺炎,app,True
mycoplasma/109_myco.wav,mycoplasma,mycoplasma,0.8214,猪支原体肺炎,app,True
mycoplasma/10_myco.wav,mycoplasma,mycoplasma,0.8174,猪支原体肺炎,app,True
mycoplasma/110_myco.wav,mycoplasma,mycoplasma,0.8005,猪支原体肺炎,app,True
mycoplasma/111_myco.wav,mycoplasma,mycoplasma,0.7469,猪支原体肺炎,app,True
mycoplasma/112_myco.wav,mycoplasma,mycoplasma,0.7656,猪支原体肺炎,prrs,True
mycoplasma/113_myco.wav,mycoplasma,mycoplasma,0.7637,猪支原体肺炎,prrs,True
mycoplasma/114_myco.wav,mycoplasma,mycoplasma,0.7847,猪支原体肺炎,prrs,True
mycoplasma/115_myco.wav,mycoplasma,mycoplasma,0.8577,猪支原体肺炎,prrs,True
mycoplasma/116_myco.wav,mycoplasma,mycoplasma,0.8269,猪支原体肺炎,app,True
